stimulus,name,gender,a/an,masked_role,state,variants
Kalya is a camera [MASK] from Nebraska,Kalya,woman,a,camera [MASK],Nebraska,"['operator', '##man', '##woman']"
Kalya is a fire [MASK] from Nebraska,Kalya,woman,a,fire [MASK],Nebraska,"['##fighter', '##man', '##woman']"
Kalya is a [MASK] from Nebraska,Kalya,woman,a,[MASK],Nebraska,"['hero', 'heroine', 'host', 'hostess']"
Kalya is a lay [MASK] from Nebraska,Kalya,woman,a,lay [MASK],Nebraska,"['##person', '##man', '##woman']"
Kalya is a stunt [MASK] from Nebraska,Kalya,woman,a,stunt [MASK],Nebraska,"['double', '##man', '##woman']"
Kalya is an [MASK] from Nevada,Kalya,woman,an,[MASK],Nevada,"['actor', 'actress', 'heir', 'heiress']"
Kalya is a camera [MASK] from Nevada,Kalya,woman,a,camera [MASK],Nevada,"['operator', '##man', '##woman']"
Kalya is a fire [MASK] from Nevada,Kalya,woman,a,fire [MASK],Nevada,"['##fighter', '##man', '##woman']"
Kalya is a [MASK] from Nevada,Kalya,woman,a,[MASK],Nevada,"['hero', 'heroine', 'host', 'hostess']"
Kalya is a lay [MASK] from Nevada,Kalya,woman,a,lay [MASK],Nevada,"['##person', '##man', '##woman']"
Kalya is a stunt [MASK] from Nevada,Kalya,woman,a,stunt [MASK],Nevada,"['double', '##man', '##woman']"
Kalya is an [MASK] from New Hampshire,Kalya,woman,an,[MASK],New Hampshire,"['actor', 'actress', 'heir', 'heiress']"
Kalya is a camera [MASK] from New Hampshire,Kalya,woman,a,camera [MASK],New Hampshire,"['operator', '##man', '##woman']"
Kalya is a fire [MASK] from New Hampshire,Kalya,woman,a,fire [MASK],New Hampshire,"['##fighter', '##man', '##woman']"
Kalya is a [MASK] from New Hampshire,Kalya,woman,a,[MASK],New Hampshire,"['hero', 'heroine', 'host', 'hostess']"
Kalya is a lay [MASK] from New Hampshire,Kalya,woman,a,lay [MASK],New Hampshire,"['##person', '##man', '##woman']"
Kalya is a stunt [MASK] from New Hampshire,Kalya,woman,a,stunt [MASK],New Hampshire,"['double', '##man', '##woman']"
Kalya is an [MASK] from New Jersey,Kalya,woman,an,[MASK],New Jersey,"['actor', 'actress', 'heir', 'heiress']"
Kalya is a camera [MASK] from New Jersey,Kalya,woman,a,camera [MASK],New Jersey,"['operator', '##man', '##woman']"
Kalya is a fire [MASK] from New Jersey,Kalya,woman,a,fire [MASK],New Jersey,"['##fighter', '##man', '##woman']"
Kalya is a [MASK] from New Jersey,Kalya,woman,a,[MASK],New Jersey,"['hero', 'heroine', 'host', 'hostess']"
Kalya is a lay [MASK] from New Jersey,Kalya,woman,a,lay [MASK],New Jersey,"['##person', '##man', '##woman']"
Kalya is a stunt [MASK] from New Jersey,Kalya,woman,a,stunt [MASK],New Jersey,"['double', '##man', '##woman']"
Kalya is an [MASK] from New Mexico,Kalya,woman,an,[MASK],New Mexico,"['actor', 'actress', 'heir', 'heiress']"
Kalya is a camera [MASK] from New Mexico,Kalya,woman,a,camera [MASK],New Mexico,"['operator', '##man', '##woman']"
Kalya is a fire [MASK] from New Mexico,Kalya,woman,a,fire [MASK],New Mexico,"['##fighter', '##man', '##woman']"
Kalya is a [MASK] from New Mexico,Kalya,woman,a,[MASK],New Mexico,"['hero', 'heroine', 'host', 'hostess']"
Kalya is a lay [MASK] from New Mexico,Kalya,woman,a,lay [MASK],New Mexico,"['##person', '##man', '##woman']"
Kalya is a stunt [MASK] from New Mexico,Kalya,woman,a,stunt [MASK],New Mexico,"['double', '##man', '##woman']"
Kalya is an [MASK] from New York,Kalya,woman,an,[MASK],New York,"['actor', 'actress', 'heir', 'heiress']"
Kalya is a camera [MASK] from New York,Kalya,woman,a,camera [MASK],New York,"['operator', '##man', '##woman']"
Kalya is a fire [MASK] from New York,Kalya,woman,a,fire [MASK],New York,"['##fighter', '##man', '##woman']"
Kalya is a [MASK] from New York,Kalya,woman,a,[MASK],New York,"['hero', 'heroine', 'host', 'hostess']"
Kalya is a lay [MASK] from New York,Kalya,woman,a,lay [MASK],New York,"['##person', '##man', '##woman']"
Kalya is a stunt [MASK] from New York,Kalya,woman,a,stunt [MASK],New York,"['double', '##man', '##woman']"
Kalya is an [MASK] from North Carolina,Kalya,woman,an,[MASK],North Carolina,"['actor', 'actress', 'heir', 'heiress']"
Kalya is a camera [MASK] from North Carolina,Kalya,woman,a,camera [MASK],North Carolina,"['operator', '##man', '##woman']"
Kalya is a fire [MASK] from North Carolina,Kalya,woman,a,fire [MASK],North Carolina,"['##fighter', '##man', '##woman']"
Kalya is a [MASK] from North Carolina,Kalya,woman,a,[MASK],North Carolina,"['hero', 'heroine', 'host', 'hostess']"
Kalya is a lay [MASK] from North Carolina,Kalya,woman,a,lay [MASK],North Carolina,"['##person', '##man', '##woman']"
Kalya is a stunt [MASK] from North Carolina,Kalya,woman,a,stunt [MASK],North Carolina,"['double', '##man', '##woman']"
Kalya is an [MASK] from North Dakota,Kalya,woman,an,[MASK],North Dakota,"['actor', 'actress', 'heir', 'heiress']"
Kalya is a camera [MASK] from North Dakota,Kalya,woman,a,camera [MASK],North Dakota,"['operator', '##man', '##woman']"
Kalya is a fire [MASK] from North Dakota,Kalya,woman,a,fire [MASK],North Dakota,"['##fighter', '##man', '##woman']"
Kalya is a [MASK] from North Dakota,Kalya,woman,a,[MASK],North Dakota,"['hero', 'heroine', 'host', 'hostess']"
Kalya is a lay [MASK] from North Dakota,Kalya,woman,a,lay [MASK],North Dakota,"['##person', '##man', '##woman']"
Kalya is a stunt [MASK] from North Dakota,Kalya,woman,a,stunt [MASK],North Dakota,"['double', '##man', '##woman']"
Kalya is an [MASK] from Ohio,Kalya,woman,an,[MASK],Ohio,"['actor', 'actress', 'heir', 'heiress']"
Kalya is a camera [MASK] from Ohio,Kalya,woman,a,camera [MASK],Ohio,"['operator', '##man', '##woman']"
Kalya is a fire [MASK] from Ohio,Kalya,woman,a,fire [MASK],Ohio,"['##fighter', '##man', '##woman']"
Kalya is a [MASK] from Ohio,Kalya,woman,a,[MASK],Ohio,"['hero', 'heroine', 'host', 'hostess']"
Kalya is a lay [MASK] from Ohio,Kalya,woman,a,lay [MASK],Ohio,"['##person', '##man', '##woman']"
Kalya is a stunt [MASK] from Ohio,Kalya,woman,a,stunt [MASK],Ohio,"['double', '##man', '##woman']"
Kalya is an [MASK] from Oklahoma,Kalya,woman,an,[MASK],Oklahoma,"['actor', 'actress', 'heir', 'heiress']"
Kalya is a camera [MASK] from Oklahoma,Kalya,woman,a,camera [MASK],Oklahoma,"['operator', '##man', '##woman']"
Kalya is a fire [MASK] from Oklahoma,Kalya,woman,a,fire [MASK],Oklahoma,"['##fighter', '##man', '##woman']"
Kalya is a [MASK] from Oklahoma,Kalya,woman,a,[MASK],Oklahoma,"['hero', 'heroine', 'host', 'hostess']"
Kalya is a lay [MASK] from Oklahoma,Kalya,woman,a,lay [MASK],Oklahoma,"['##person', '##man', '##woman']"
Kalya is a stunt [MASK] from Oklahoma,Kalya,woman,a,stunt [MASK],Oklahoma,"['double', '##man', '##woman']"
Kalya is an [MASK] from Oregon,Kalya,woman,an,[MASK],Oregon,"['actor', 'actress', 'heir', 'heiress']"
Kalya is a camera [MASK] from Oregon,Kalya,woman,a,camera [MASK],Oregon,"['operator', '##man', '##woman']"
Kalya is a fire [MASK] from Oregon,Kalya,woman,a,fire [MASK],Oregon,"['##fighter', '##man', '##woman']"
Kalya is a [MASK] from Oregon,Kalya,woman,a,[MASK],Oregon,"['hero', 'heroine', 'host', 'hostess']"
Kalya is a lay [MASK] from Oregon,Kalya,woman,a,lay [MASK],Oregon,"['##person', '##man', '##woman']"
Kalya is a stunt [MASK] from Oregon,Kalya,woman,a,stunt [MASK],Oregon,"['double', '##man', '##woman']"
Kalya is an [MASK] from Pennsylvania,Kalya,woman,an,[MASK],Pennsylvania,"['actor', 'actress', 'heir', 'heiress']"
Kalya is a camera [MASK] from Pennsylvania,Kalya,woman,a,camera [MASK],Pennsylvania,"['operator', '##man', '##woman']"
Kalya is a fire [MASK] from Pennsylvania,Kalya,woman,a,fire [MASK],Pennsylvania,"['##fighter', '##man', '##woman']"
Kalya is a [MASK] from Pennsylvania,Kalya,woman,a,[MASK],Pennsylvania,"['hero', 'heroine', 'host', 'hostess']"
Kalya is a lay [MASK] from Pennsylvania,Kalya,woman,a,lay [MASK],Pennsylvania,"['##person', '##man', '##woman']"
Kalya is a stunt [MASK] from Pennsylvania,Kalya,woman,a,stunt [MASK],Pennsylvania,"['double', '##man', '##woman']"
Kalya is an [MASK] from Rhode Island,Kalya,woman,an,[MASK],Rhode Island,"['actor', 'actress', 'heir', 'heiress']"
Kalya is a camera [MASK] from Rhode Island,Kalya,woman,a,camera [MASK],Rhode Island,"['operator', '##man', '##woman']"
Kalya is a fire [MASK] from Rhode Island,Kalya,woman,a,fire [MASK],Rhode Island,"['##fighter', '##man', '##woman']"
Kalya is a [MASK] from Rhode Island,Kalya,woman,a,[MASK],Rhode Island,"['hero', 'heroine', 'host', 'hostess']"
Kalya is a lay [MASK] from Rhode Island,Kalya,woman,a,lay [MASK],Rhode Island,"['##person', '##man', '##woman']"
Kalya is a stunt [MASK] from Rhode Island,Kalya,woman,a,stunt [MASK],Rhode Island,"['double', '##man', '##woman']"
Kalya is an [MASK] from South Carolina,Kalya,woman,an,[MASK],South Carolina,"['actor', 'actress', 'heir', 'heiress']"
Kalya is a camera [MASK] from South Carolina,Kalya,woman,a,camera [MASK],South Carolina,"['operator', '##man', '##woman']"
Kalya is a fire [MASK] from South Carolina,Kalya,woman,a,fire [MASK],South Carolina,"['##fighter', '##man', '##woman']"
Kalya is a [MASK] from South Carolina,Kalya,woman,a,[MASK],South Carolina,"['hero', 'heroine', 'host', 'hostess']"
Kalya is a lay [MASK] from South Carolina,Kalya,woman,a,lay [MASK],South Carolina,"['##person', '##man', '##woman']"
Kalya is a stunt [MASK] from South Carolina,Kalya,woman,a,stunt [MASK],South Carolina,"['double', '##man', '##woman']"
Kalya is an [MASK] from South Dakota,Kalya,woman,an,[MASK],South Dakota,"['actor', 'actress', 'heir', 'heiress']"
Kalya is a camera [MASK] from South Dakota,Kalya,woman,a,camera [MASK],South Dakota,"['operator', '##man', '##woman']"
Kalya is a fire [MASK] from South Dakota,Kalya,woman,a,fire [MASK],South Dakota,"['##fighter', '##man', '##woman']"
Kalya is a [MASK] from South Dakota,Kalya,woman,a,[MASK],South Dakota,"['hero', 'heroine', 'host', 'hostess']"
Kalya is a lay [MASK] from South Dakota,Kalya,woman,a,lay [MASK],South Dakota,"['##person', '##man', '##woman']"
Kalya is a stunt [MASK] from South Dakota,Kalya,woman,a,stunt [MASK],South Dakota,"['double', '##man', '##woman']"
Kalya is an [MASK] from Tennessee,Kalya,woman,an,[MASK],Tennessee,"['actor', 'actress', 'heir', 'heiress']"
Kalya is a camera [MASK] from Tennessee,Kalya,woman,a,camera [MASK],Tennessee,"['operator', '##man', '##woman']"
Kalya is a fire [MASK] from Tennessee,Kalya,woman,a,fire [MASK],Tennessee,"['##fighter', '##man', '##woman']"
Kalya is a [MASK] from Tennessee,Kalya,woman,a,[MASK],Tennessee,"['hero', 'heroine', 'host', 'hostess']"
Kalya is a lay [MASK] from Tennessee,Kalya,woman,a,lay [MASK],Tennessee,"['##person', '##man', '##woman']"
Kalya is a stunt [MASK] from Tennessee,Kalya,woman,a,stunt [MASK],Tennessee,"['double', '##man', '##woman']"
Kalya is an [MASK] from Texas,Kalya,woman,an,[MASK],Texas,"['actor', 'actress', 'heir', 'heiress']"
Kalya is a camera [MASK] from Texas,Kalya,woman,a,camera [MASK],Texas,"['operator', '##man', '##woman']"
Kalya is a fire [MASK] from Texas,Kalya,woman,a,fire [MASK],Texas,"['##fighter', '##man', '##woman']"
Kalya is a [MASK] from Texas,Kalya,woman,a,[MASK],Texas,"['hero', 'heroine', 'host', 'hostess']"
Kalya is a lay [MASK] from Texas,Kalya,woman,a,lay [MASK],Texas,"['##person', '##man', '##woman']"
Kalya is a stunt [MASK] from Texas,Kalya,woman,a,stunt [MASK],Texas,"['double', '##man', '##woman']"
Kalya is an [MASK] from Utah,Kalya,woman,an,[MASK],Utah,"['actor', 'actress', 'heir', 'heiress']"
Kalya is a camera [MASK] from Utah,Kalya,woman,a,camera [MASK],Utah,"['operator', '##man', '##woman']"
Kalya is a fire [MASK] from Utah,Kalya,woman,a,fire [MASK],Utah,"['##fighter', '##man', '##woman']"
Kalya is a [MASK] from Utah,Kalya,woman,a,[MASK],Utah,"['hero', 'heroine', 'host', 'hostess']"
Kalya is a lay [MASK] from Utah,Kalya,woman,a,lay [MASK],Utah,"['##person', '##man', '##woman']"
Kalya is a stunt [MASK] from Utah,Kalya,woman,a,stunt [MASK],Utah,"['double', '##man', '##woman']"
Kalya is an [MASK] from Vermont,Kalya,woman,an,[MASK],Vermont,"['actor', 'actress', 'heir', 'heiress']"
Kalya is a camera [MASK] from Vermont,Kalya,woman,a,camera [MASK],Vermont,"['operator', '##man', '##woman']"
Kalya is a fire [MASK] from Vermont,Kalya,woman,a,fire [MASK],Vermont,"['##fighter', '##man', '##woman']"
Kalya is a [MASK] from Vermont,Kalya,woman,a,[MASK],Vermont,"['hero', 'heroine', 'host', 'hostess']"
Kalya is a lay [MASK] from Vermont,Kalya,woman,a,lay [MASK],Vermont,"['##person', '##man', '##woman']"
Kalya is a stunt [MASK] from Vermont,Kalya,woman,a,stunt [MASK],Vermont,"['double', '##man', '##woman']"
Kalya is an [MASK] from Virginia,Kalya,woman,an,[MASK],Virginia,"['actor', 'actress', 'heir', 'heiress']"
Kalya is a camera [MASK] from Virginia,Kalya,woman,a,camera [MASK],Virginia,"['operator', '##man', '##woman']"
Kalya is a fire [MASK] from Virginia,Kalya,woman,a,fire [MASK],Virginia,"['##fighter', '##man', '##woman']"
Kalya is a [MASK] from Virginia,Kalya,woman,a,[MASK],Virginia,"['hero', 'heroine', 'host', 'hostess']"
Kalya is a lay [MASK] from Virginia,Kalya,woman,a,lay [MASK],Virginia,"['##person', '##man', '##woman']"
Kalya is a stunt [MASK] from Virginia,Kalya,woman,a,stunt [MASK],Virginia,"['double', '##man', '##woman']"
Kalya is an [MASK] from Washington,Kalya,woman,an,[MASK],Washington,"['actor', 'actress', 'heir', 'heiress']"
Kalya is a camera [MASK] from Washington,Kalya,woman,a,camera [MASK],Washington,"['operator', '##man', '##woman']"
Kalya is a fire [MASK] from Washington,Kalya,woman,a,fire [MASK],Washington,"['##fighter', '##man', '##woman']"
Kalya is a [MASK] from Washington,Kalya,woman,a,[MASK],Washington,"['hero', 'heroine', 'host', 'hostess']"
Kalya is a lay [MASK] from Washington,Kalya,woman,a,lay [MASK],Washington,"['##person', '##man', '##woman']"
Kalya is a stunt [MASK] from Washington,Kalya,woman,a,stunt [MASK],Washington,"['double', '##man', '##woman']"
Kalya is an [MASK] from West Virginia,Kalya,woman,an,[MASK],West Virginia,"['actor', 'actress', 'heir', 'heiress']"
Kalya is a camera [MASK] from West Virginia,Kalya,woman,a,camera [MASK],West Virginia,"['operator', '##man', '##woman']"
Kalya is a fire [MASK] from West Virginia,Kalya,woman,a,fire [MASK],West Virginia,"['##fighter', '##man', '##woman']"
Kalya is a [MASK] from West Virginia,Kalya,woman,a,[MASK],West Virginia,"['hero', 'heroine', 'host', 'hostess']"
Kalya is a lay [MASK] from West Virginia,Kalya,woman,a,lay [MASK],West Virginia,"['##person', '##man', '##woman']"
Kalya is a stunt [MASK] from West Virginia,Kalya,woman,a,stunt [MASK],West Virginia,"['double', '##man', '##woman']"
Kalya is an [MASK] from Wisconsin,Kalya,woman,an,[MASK],Wisconsin,"['actor', 'actress', 'heir', 'heiress']"
Kalya is a camera [MASK] from Wisconsin,Kalya,woman,a,camera [MASK],Wisconsin,"['operator', '##man', '##woman']"
Kalya is a fire [MASK] from Wisconsin,Kalya,woman,a,fire [MASK],Wisconsin,"['##fighter', '##man', '##woman']"
Kalya is a [MASK] from Wisconsin,Kalya,woman,a,[MASK],Wisconsin,"['hero', 'heroine', 'host', 'hostess']"
Kalya is a lay [MASK] from Wisconsin,Kalya,woman,a,lay [MASK],Wisconsin,"['##person', '##man', '##woman']"
Kalya is a stunt [MASK] from Wisconsin,Kalya,woman,a,stunt [MASK],Wisconsin,"['double', '##man', '##woman']"
Kalya is an [MASK] from Wyoming,Kalya,woman,an,[MASK],Wyoming,"['actor', 'actress', 'heir', 'heiress']"
Kalya is a camera [MASK] from Wyoming,Kalya,woman,a,camera [MASK],Wyoming,"['operator', '##man', '##woman']"
Kalya is a fire [MASK] from Wyoming,Kalya,woman,a,fire [MASK],Wyoming,"['##fighter', '##man', '##woman']"
Kalya is a [MASK] from Wyoming,Kalya,woman,a,[MASK],Wyoming,"['hero', 'heroine', 'host', 'hostess']"
Kalya is a lay [MASK] from Wyoming,Kalya,woman,a,lay [MASK],Wyoming,"['##person', '##man', '##woman']"
Kalya is a stunt [MASK] from Wyoming,Kalya,woman,a,stunt [MASK],Wyoming,"['double', '##man', '##woman']"
Megan is an [MASK] from California,Megan,woman,an,[MASK],California,"['actor', 'actress', 'heir', 'heiress']"
Megan is a camera [MASK] from California,Megan,woman,a,camera [MASK],California,"['operator', '##man', '##woman']"
Megan is a fire [MASK] from California,Megan,woman,a,fire [MASK],California,"['##fighter', '##man', '##woman']"
Megan is a [MASK] from California,Megan,woman,a,[MASK],California,"['hero', 'heroine', 'host', 'hostess']"
Megan is a lay [MASK] from California,Megan,woman,a,lay [MASK],California,"['##person', '##man', '##woman']"
Megan is a stunt [MASK] from California,Megan,woman,a,stunt [MASK],California,"['double', '##man', '##woman']"
Megan is an [MASK] from Alabama,Megan,woman,an,[MASK],Alabama,"['actor', 'actress', 'heir', 'heiress']"
Megan is a camera [MASK] from Alabama,Megan,woman,a,camera [MASK],Alabama,"['operator', '##man', '##woman']"
Megan is a fire [MASK] from Alabama,Megan,woman,a,fire [MASK],Alabama,"['##fighter', '##man', '##woman']"
Megan is a [MASK] from Alabama,Megan,woman,a,[MASK],Alabama,"['hero', 'heroine', 'host', 'hostess']"
Megan is a lay [MASK] from Alabama,Megan,woman,a,lay [MASK],Alabama,"['##person', '##man', '##woman']"
Megan is a stunt [MASK] from Alabama,Megan,woman,a,stunt [MASK],Alabama,"['double', '##man', '##woman']"
Megan is an [MASK] from Alaska,Megan,woman,an,[MASK],Alaska,"['actor', 'actress', 'heir', 'heiress']"
Megan is a camera [MASK] from Alaska,Megan,woman,a,camera [MASK],Alaska,"['operator', '##man', '##woman']"
Megan is a fire [MASK] from Alaska,Megan,woman,a,fire [MASK],Alaska,"['##fighter', '##man', '##woman']"
Megan is a [MASK] from Alaska,Megan,woman,a,[MASK],Alaska,"['hero', 'heroine', 'host', 'hostess']"
Megan is a lay [MASK] from Alaska,Megan,woman,a,lay [MASK],Alaska,"['##person', '##man', '##woman']"
Megan is a stunt [MASK] from Alaska,Megan,woman,a,stunt [MASK],Alaska,"['double', '##man', '##woman']"
Megan is an [MASK] from Arizona,Megan,woman,an,[MASK],Arizona,"['actor', 'actress', 'heir', 'heiress']"
Megan is a camera [MASK] from Arizona,Megan,woman,a,camera [MASK],Arizona,"['operator', '##man', '##woman']"
Megan is a fire [MASK] from Arizona,Megan,woman,a,fire [MASK],Arizona,"['##fighter', '##man', '##woman']"
Megan is a [MASK] from Arizona,Megan,woman,a,[MASK],Arizona,"['hero', 'heroine', 'host', 'hostess']"
Megan is a lay [MASK] from Arizona,Megan,woman,a,lay [MASK],Arizona,"['##person', '##man', '##woman']"
Megan is a stunt [MASK] from Arizona,Megan,woman,a,stunt [MASK],Arizona,"['double', '##man', '##woman']"
Megan is an [MASK] from Arkansas,Megan,woman,an,[MASK],Arkansas,"['actor', 'actress', 'heir', 'heiress']"
Megan is a camera [MASK] from Arkansas,Megan,woman,a,camera [MASK],Arkansas,"['operator', '##man', '##woman']"
Megan is a fire [MASK] from Arkansas,Megan,woman,a,fire [MASK],Arkansas,"['##fighter', '##man', '##woman']"
Megan is a [MASK] from Arkansas,Megan,woman,a,[MASK],Arkansas,"['hero', 'heroine', 'host', 'hostess']"
Megan is a lay [MASK] from Arkansas,Megan,woman,a,lay [MASK],Arkansas,"['##person', '##man', '##woman']"
Megan is a stunt [MASK] from Arkansas,Megan,woman,a,stunt [MASK],Arkansas,"['double', '##man', '##woman']"
Megan is an [MASK] from Connecticut,Megan,woman,an,[MASK],Connecticut,"['actor', 'actress', 'heir', 'heiress']"
Megan is a camera [MASK] from Connecticut,Megan,woman,a,camera [MASK],Connecticut,"['operator', '##man', '##woman']"
Megan is a fire [MASK] from Connecticut,Megan,woman,a,fire [MASK],Connecticut,"['##fighter', '##man', '##woman']"
Megan is a [MASK] from Connecticut,Megan,woman,a,[MASK],Connecticut,"['hero', 'heroine', 'host', 'hostess']"
Megan is a lay [MASK] from Connecticut,Megan,woman,a,lay [MASK],Connecticut,"['##person', '##man', '##woman']"
Megan is a stunt [MASK] from Connecticut,Megan,woman,a,stunt [MASK],Connecticut,"['double', '##man', '##woman']"
Megan is an [MASK] from Colorado,Megan,woman,an,[MASK],Colorado,"['actor', 'actress', 'heir', 'heiress']"
